DHI,D.R. Horton, Inc.,27.19,$9.94B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/dhi,
DAEG,Daegis Inc,0.7349,$12.04M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/daeg,
DJCO,Daily Journal Corp. (S.C.),188.02,$259.61M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco,
DAKP,Dakota Plains Holdings, Inc.,1.91,$104.89M,n/a,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/dakp,
DAKT,Daktronics, Inc.,12.81,$557.97M,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt,
DAN,Dana Holding Corporation,22.96,$3.89B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dan,
DHR,Danaher Corporation,86.81,$61B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dhr,
DAC,Danaos Corporation,5.86,$642.66M,2006,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dac,
DQ,DAQO New Energy Corp.,21.04,$188.16M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/dq,
DARA,DARA Biosciences, Inc.,0.79,$15.48M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dara,
DRI,Darden Restaurants, Inc.,61.72,$7.66B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dri,
DAR,Darling Ingredients Inc.,17.29,$2.85B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dar,
DAIO,Data I/O Corporation,3.2,$25.15M,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio,
DTLK,Datalink Corporation,12.22,$281.48M,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dtlk,
DRAM,Dataram Corporation,2.39,$6.2M,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram,
DWCH,Datawatch Corporation,6.26,$71.06M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch,
PLAY,Dave & Buster&#39;s Entertainment, Inc.,29.51,$1.18B,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play,
DVA,DaVita healthCare Partners Inc.,73.1,$15.71B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dva,
DWSN,Dawson Geophysical Company,6.89,$55.65M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn,
DXR,Daxor Corporation,6.25,$25.21M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxr,
DBVT,DBV Technologies S.A.,22.21,$687.14M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt,
DPM,DCP Midstream Partners, LP,38.7,$4.37B,2005,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dpm,
DCT,DCT Industrial Trust Inc,36.7,$777.06M,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dct,
DDR,DDR Corp.,19.41,$7B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ddr,
DDR^J,DDR Corp.,26.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^j,
DDR^K,DDR Corp.,25.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^k,
TRAK,Dealertrack Technologies, Inc.,42.84,$2.31B,2005,Technology,EDP Services,http://www.nasdaq.com/symbol/trak,
DF,Dean Foods Company,16.19,$1.52B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/df,
DECK,Deckers Outdoor Corporation,77.08,$2.66B,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck,
DE,Deere & Company,90.04,$30.83B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/de,
DHRM,Dehaier Medical Systems Limited,2.64,$15.42M,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dhrm,
DEJ,Dejour Energy Inc.,0.148,$27M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dej,
DFRG,Del Frisco&#39;s Restaurant Group, Inc.,19.14,$448.21M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg,
DEX,Delaware Enhanced Global Dividend,11.38,$180.53M,2007,n/a,n/a,http://www.nasdaq.com/symbol/dex,
VCF,Delaware Investments Colorado Municipal Income Fund, Inc,14.7,$71.11M,1993,n/a,n/a,http://www.nasdaq.com/symbol/vcf,
DDF,Delaware Investments Dividend & Income Fund, Inc.,10.03,$94.67M,1993,n/a,n/a,http://www.nasdaq.com/symbol/ddf,
VFL,Delaware Investments Florida Insured Municipal Income Fund,13.1204,$59.41M,1993,n/a,n/a,http://www.nasdaq.com/symbol/vfl,
VMM,Delaware Investments Minnesota Municipal Income Fund II, Inc.,13.89,$159.8M,1993,n/a,n/a,http://www.nasdaq.com/symbol/vmm,
DCTH,Delcath Systems, Inc.,1.14,$11.07M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dcth,
DKL,Delek Logistics Partners, L.P.,39.77,$961.76M,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/dkl,
DK,Delek US Holdings, Inc.,32.6,$1.97B,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/dk,
DLPH,Delphi Automotive plc,78.7,$22.84B,2011,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dlph,
DAL,Delta Air Lines, Inc.,44.5,$37.24B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/dal,
DLA,Delta Apparel, Inc.,8.95,$70.63M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dla,
DGAS,Delta Natural Gas Company, Inc.,20.63,$144.67M,1981,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas,
DEL,Deltic Timber Corporation,65.57,$825M,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/del,
DLX,Deluxe Corporation,67.06,$3.33B,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/dlx,
DMD,Demand Media Inc.,5.13,$100.44M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/dmd,
DWRE,DEMANDWARE, INC.,55.99,$2.03B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/dwre,
DNR,Denbury Resources Inc.,8.66,$3.05B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dnr,
DNN,Denison Mine Corp,0.93,$470.46M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/dnn,
DENN,Denny&#39;s Corporation,10.68,$904.88M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn,
XRAY,DENTSPLY International Inc.,52.74,$7.46B,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray,
DEPO,Depomed, Inc.,18.38,$1.08B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo,
DSCI,Derma Sciences, Inc.,8.9,$224.71M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dsci,
DERM,Dermira, Inc.,16.52,$406.39M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm,
DEST,Destination Maternity Corporation,16.35,$225.6M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest,
DXLG,Destination XL Group, Inc.,5.16,$261.52M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg,
DSWL,Deswell Industries, Inc.,1.8601,$29.87M,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl,
DKT,Deutsch Bk Contingent Cap Tr V,28.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dkt,
DTT/CL,Deutsche Bank AG,25.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtt/cl,
DB,Deutsche Bank AG,32.29,$44.52B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/db,
DTK,Deutsche Bank AG,28.41,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dtk,
DUA,Deutsche Bank AG,25.47,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dua,
DXB,Deutsche Bank AG,27.03,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dxb,
DVN,Devon Energy Corporation,66.47,$27.19B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dvn,
DV,DeVry Education Group Inc.,36.69,$2.34B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dv,
DXM,Dex Media, Inc.,7.08,$124.81M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/dxm,
DXCM,DexCom, Inc.,62.68,$4.8B,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm,
DGSE,DGSE Companies, Inc.,1.6299,$19.92M,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/dgse,
DHT,DHT Holdings, Inc.,6.99,$646.53M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dht,
DEO,Diageo plc,113.89,$71.59B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/deo,
DMND,Diamond Foods, Inc.,26.78,$841.32M,2005,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dmnd,
DHIL,Diamond Hill Investment Group, Inc.,140.5,$465.78M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil,
DO,Diamond Offshore Drilling, Inc.,35.21,$4.83B,1995,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/do,
DRII,Diamond Resorts International, Inc.,31.26,$2.37B,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/drii,
FANG,Diamondback Energy, Inc.,73.46,$4.31B,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang,
DRH,Diamondrock Hospitality Company,14.67,$2.87B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/drh,
DCIX,Diana Containerships Inc.,2.2,$160.95M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix,
DSX,Diana Shipping inc.,7.24,$596.23M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsx,
DSX^B,Diana Shipping inc.,24.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsx^b,
DHX,Dice Holdings, Inc.,8.56,$462.38M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/dhx,
DRNA,Dicerna Pharmaceuticals, Inc.,21.3,$378.57M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna,
DKS,Dick&#39;s Sporting Goods Inc,53.95,$6.45B,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dks,
DBD,Diebold, Incorporated,35.82,$2.32B,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/dbd,
DGII,Digi International Inc.,10.31,$251.13M,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii,
DMRC,Digimarc Corporation,28.66,$220.5M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc,
DRAD,Digirad Corporation,4.5,$74.63M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad,
DGLY,Digital Ally, Inc.,11.5,$34.62M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly,
DPW,Digital Power Corporation,1.08,$7.32M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dpw,
DLR,Digital Realty Trust, Inc.,68.65,$9.3B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dlr,
DLR^E,Digital Realty Trust, Inc.,26.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^e,
DLR^F,Digital Realty Trust, Inc.,26.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^f,
DLR^G,Digital Realty Trust, Inc.,24.5521,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^g,
DLR^H,Digital Realty Trust, Inc.,27.66,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^h,
APPS,Digital Turbine, Inc.,3.53,$133.42M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps,
DGI,DigitalGlobe, Inc,30.16,$2.27B,2009,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dgi,
DDS,Dillard&#39;s, Inc.,121.15,$4.99B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dds,
DDT,Dillard&#39;s, Inc.,26.0113,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/ddt,
DCOM,Dime Community Bancshares, Inc.,15.63,$576.02M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom,
DIN,DineEquity, Inc,104.49,$1.98B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/din,
DIOD,Diodes Incorporated,27.81,$1.32B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod,
DPRX,Dipexium Pharmaceuticals, Inc.,12.76,$108.94M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dprx,
DPLO,Diplomat Pharmacy, Inc.,26.14,$1.34B,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/dplo,
DTV,DIRECTV,87.51,$43.95B,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dtv,
DFS,Discover Financial Services,59.89,$27.16B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfs,
DFS^B,Discover Financial Services,26.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfs^b,
DISCA,Discovery Communications, Inc.,31.45,$13.91B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca,
DISCB,Discovery Communications, Inc.,31.64,$14B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb,
DISCK,Discovery Communications, Inc.,30.32,$13.41B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck,
DSCO,Discovery Laboratories, Inc.,1.43,$122.03M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dsco,
DISH,DISH Network Corporation,77.2,$17.22B,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish,
DVCR,Diversicare Healthcare Services Inc.,10.3,$63.41M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr,
DRA,Diversified Real Asset Income Fund,17.77,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dra,
BAGR,Diversified Restaurant Holdings, Inc.,4.61,$120.71M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagr,
DNI,Dividend and Income Fund,15.4,$132.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dni,
DLHC,DLH Holdings Corp.,2.21,$21.28M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc,
DNBF,DNB Financial Corp,22.594,$62.74M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf,
DSS,Document Security Systems, Inc.,0.4299,$18.15M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dss,
DLB,Dolby Laboratories,39.56,$4.06B,2005,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dlb,
DG,Dollar General Corporation,68.82,$20.88B,2009,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dg,
DLTR,Dollar Tree, Inc.,76.82,$15.8B,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr,
DDC,Dominion Diamond Corporation,16.55,$1.41B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ddc,
DM,Dominion Midstream Partners, LP,39.94,$2.55B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dm,
DOM,Dominion Resources Black Warrior Trust,6.83,$53.62M,1994,Energy,Coal Mining,http://www.nasdaq.com/symbol/dom,
D,Dominion Resources, Inc.,72.91,$42.57B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/d,
DCUA,Dominion Resources, Inc.,57.7,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcua,
DCUB,Dominion Resources, Inc.,57.89,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcub,
DCUC,Dominion Resources, Inc.,50.96,$29.76B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcuc,
DPZ,Domino&#39;s Pizza Inc,100,$5.5B,2004,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dpz,
UFS,Domtar Corporation,44.99,$2.92B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ufs,
DCI,Donaldson Company, Inc.,38.08,$5.23B,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/dci,
DGICA,Donegal Group, Inc.,16.18,$435.77M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica,
DGICB,Donegal Group, Inc.,27,$727.17M,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb,
DRL,Doral Financial Corporation,2.31,$15.36M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/drl,
DMLP,Dorchester Minerals, L.P.,25.75,$789.89M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp,
LPG,Dorian LPG Ltd.,12.67,$732.12M,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/lpg,
DORM,Dorman Products, Inc.,47.81,$1.71B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm,
HILL,Dot Hill Systems Corporation,4.42,$267.53M,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/hill,
DSL,DoubleLine Income Solutions Fund,20,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dsl,
DBL,DoubleLine Opportunistic Credit Fund,25.64,$377.37M,2012,n/a,n/a,http://www.nasdaq.com/symbol/dbl,
PLOW,Douglas Dynamics, Inc.,21.9,$487.99M,2010,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/plow,
DEI,Douglas Emmett, Inc.,29.24,$4.23B,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dei,
DOV,Dover Corporation,74.41,$12.3B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dov,
DDE,Dover Downs Gaming & Entertainment Inc,1.03,$33.73M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dde,
DVD,Dover Motorsports, Inc.,2.53,$92.67M,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dvd,
DOVR,Dover Saddlery, Inc.,4.75,$25.66M,2005,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dovr,
DOW,Dow Chemical Company (The),49.44,$58.27B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dow,
DPS,Dr Pepper Snapple Group, Inc,76.95,$14.96B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/dps,
RDY,Dr. Reddy&#39;s Laboratories Ltd,54.15,$9.23B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdy,
DRWI,DragonWave Inc,0.8601,$64.75M,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi,
DRWIW,DragonWave Inc,0.0848,$675326,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwiw,
DRD,DRDGOLD Limited,2.27,$87.48M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/drd,
DWA,Dreamworks Animation SKG, Inc.,20.72,$1.77B,2004,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dwa,
DRC,Dresser-Rand Group Inc.,81.21,$6.22B,2005,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/drc,
DW,Drew Industries Incorporated,52.46,$1.24B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dw,
DHF,Dreyfus High Yield Strategies Fund,3.62,$262.8M,1998,n/a,n/a,http://www.nasdaq.com/symbol/dhf,
DMB,Dreyfus Municipal Bond Infrastructure Fund, Inc.,12.69,$233.27M,2013,n/a,n/a,http://www.nasdaq.com/symbol/dmb,
DMF,Dreyfus Municipal Income, Inc.,9.52,$197.2M,1988,n/a,n/a,http://www.nasdaq.com/symbol/dmf,
DSM,Dreyfus Strategic Municipal Bond Fund, Inc.,8.08,$499.74M,1989,n/a,n/a,http://www.nasdaq.com/symbol/dsm,
LEO,Dreyfus Strategic Municipals, Inc.,8.43,$521.39M,1987,n/a,n/a,http://www.nasdaq.com/symbol/leo,
DRQ,Dril-Quip, Inc.,73.37,$2.9B,1997,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/drq,
DRYS,DryShips Inc.,1.01,$691.91M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys,
DSKX,DS Healthcare Group, Inc.,0.79,$12.75M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/dskx,
DSPG,DSP Group, Inc.,11.38,$245.95M,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg,
DST,DST Systems, Inc.,108.31,$4.12B,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/dst,
DSW,DSW Inc.,36.59,$3.23B,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dsw,
CADT,DT Asia Investments Limited,9.78,$87.31M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/cadt,
CADTR,DT Asia Investments Limited,0.2,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/cadtr,
CADTU,DT Asia Investments Limited,10.02,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/cadtu,
CADTW,DT Asia Investments Limited,0.1101,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/cadtw,
DTE,DTE Energy Company,81.56,$14.44B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dte,
DTQ,DTE Energy Company,24.96,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtq,
DTZ,DTE Energy Company,26.24,n/a,2011,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtz,
DTSI,DTS, Inc.,28.68,$492.9M,2003,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi,
DCO,Ducommun Incorporated,26.99,$295.43M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/dco,
DPG,Duff & Phelps Global Utility Income Fund Inc.,20.72,$785.91M,2011,n/a,n/a,http://www.nasdaq.com/symbol/dpg,
DSE,Duff & Phelps Select Energy MLP Fund Inc.,15.43,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/dse,
DNP,Duff & Phelps Utilities Income, Inc.,10.5,$2.88B,1987,n/a,n/a,http://www.nasdaq.com/symbol/dnp,
DTF,Duff & Phelps Utilities Tax-Free Income, Inc.,15.42,$131.36M,1991,n/a,n/a,http://www.nasdaq.com/symbol/dtf,
DUC,Duff & Phelps Utility & Corporate Bond Trust, Inc.,9.718,$267.19M,1993,n/a,n/a,http://www.nasdaq.com/symbol/duc,
DUK,Duke Energy Corporation,79.84,$56.47B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/duk,
DUKH,Duke Energy Corporation,24.88,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/dukh,
